university,career,inscription_date,last_name,gender,age,location,email
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,19-12-2020,ANTHONY-WEAVER,M,16-02-1975,JOSE-LEON-SUAREZ,CASTILLOJOSHUA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,09-10-2020,KATHLEEN-HURLEY,F,30-04-1974,CANDELARIA,SHELLEYWARREN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,01-09-2020,DIANE-HOWELL,F,08-06-1914,BUENA-VISTA,JESSICA54@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,15-09-2020,MICHAEL-ENGLISH,M,13-05-1961,25-DE-MAYO,LAUREN91@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,30-11-2020,JULIE-DONALDSON,F,29-05-1980,AGRIO-BALSA,SIMMONSSTEPHEN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,07-01-2021,CHRISTOPHER-DAVIS,M,14-05-1925,BAJO-DE-LOS-SUELDOS,LISAGARCIA@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PSICOLOGÍA,05-12-2020,LEAH-DIXON,F,05-01-1910,CAPDEPONT,WALTERSTONYA@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,02-11-2020,BRANDON-RODRIGUEZ,M,19-05-1936,17-DE-AGOSTO,NICHOLASMONTGOMERY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,01-12-2020,KATHRYN-TURNER,F,14-07-2019,LAS-HERMANAS,XMARTINEZ@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,02-09-2020,TYLER-BURNS,M,15-03-1983,CAMPO-DE-GALNASI,CARLY23@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,13-01-2021,HANNAH-GILBERT,F,12-09-2013,CIUDADELA,DANIELWATTS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,26-12-2020,TREVOR-CARR,M,20-02-1951,EL-DIQUE,LUCASNICHOLE@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,20-12-2020,HEIDI-EVANS,F,08-11-1958,AMERICA,STEVENJONES@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,11-01-2021,CHRISTOPHER-SANTIAGO,M,02-03-1915,CUARTEL-IV,HOWARDKATIE@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,13-12-2020,JACOB-GREER,M,21-04-1952,BOULOGNE,AMANDA66@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,02-01-2021,LEAH-MILLS,F,15-12-1927,ALDEA-MARIA-LUISA,YWALTON@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,25-11-2020,SAMANTHA-FERGUSON,F,19-06-1986,ACARAGUA,CHRISTOPHERSMITH@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,19-12-2020,EVELYN-MERCER,F,05-11-1977,CABAÑA-EL-CISNE,NOLANLAURIE@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,10-10-2020,KAYLA-WHITE,F,13-05-1959,GENERAL-ROJO,JUSTINCURRY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,07-12-2020,VALERIE-DALTON,F,04-09-1988,AVENA,KREYES@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,18-01-2021,REGINALD-ROBERTS,M,02-10-1950,EL-REMANSO,CHALL@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,08-09-2020,LISA-CAMPBELL,F,23-01-1917,CALERA,JENNINGSALEXANDRIA@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,06-11-2020,LEE-JACKSON,M,02-09-1996,LA-BANDA,GUTIERREZJENNIFER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BIOQUÍMICA,20-09-2020,WANDA-SMITH,F,29-01-1982,ALEGRE,JENNIFERVAZQUEZ@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,14-11-2020,CARLY-TAYLOR,F,21-03-1953,CAÑADON-DEL-TORO,AMBER86@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,17-09-2020,STEVEN-CRUZ,M,13-09-1976,EL-CIPRES,HALLSEAN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,11-10-2020,CHAD-DUNCAN,M,22-03-1915,CRISPI,REEVESBRITTANY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,25-10-2020,ANDREW-ROSE,M,06-03-1917,ALCARAZ-2DO,LHURLEY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,03-12-2020,BRENT-DAVIS,M,24-10-1907,COLONIA-EGIDO,MORGANSTEPHEN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,18-11-2020,JACOB-PARKER,M,01-03-1974,AGUARA-GRANDE,BRITTANYRODRIGUEZ@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,12-11-2020,RHONDA-FRAZIER,F,03-05-1988,COLONIA-ADOLFO-ALSINA,AGONZALEZ@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,24-10-2020,LISA-HUNT,F,15-11-1916,JUANCHO,LBELTRAN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,07-11-2020,TERESA-GREEN,F,01-01-1923,IRENEO-PORTELA,GRIFFITHANDREA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,22-11-2020,WHITNEY-GARCIA,F,13-01-1955,COLONIA-LA-GAVIOTA,ROTHDEBORAH@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,13-11-2020,MELINDA-HAMPTON,F,22-09-2017,ALTO-RIO-PICO,CTHOMPSON@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,25-01-2021,LEONARD-SCHWARTZ,M,25-08-1936,ARROYO-CORRALITO,ROBBINSALVIN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,22-09-2020,CHRIS-MONTGOMERY,M,09-01-1932,ALBARELLOS,BRANDON65@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,11-11-2020,ROBERT-PATTON,M,13-04-2011,ASUNCION-MARIA,KEVINROMERO@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PSICOLOGÍA,16-01-2021,TIMOTHY-LAWRENCE,M,10-05-1926,VIRREY-DEL-PINO,VICTOR43@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,19-10-2020,ANDREW-BRIDGES,M,29-05-1956,BARRIO-DON-SANTIAGO,JONATHANADAMS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,06-10-2020,MR.-TODD-RODRIGUEZ-JR.,M,28-05-2017,BARRIO-FERRI,UMOYER@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,23-11-2020,LUIS-SIMMONS,M,09-09-2005,EL-PINGO,PTURNER@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,18-09-2020,SUZANNE-SMITH-MD,F,17-06-1966,ARMSTRONG,SHARON73@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,28-11-2020,ARIEL-HOOVER,F,22-03-1970,COPACABANA,CHRISTOPHERWRIGHT@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,17-11-2020,MELANIE-EDWARDS,F,12-07-1920,ALDEA-SAN-ANTONIO,ANDREAWILLIAMS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,22-12-2020,TIMOTHY-PITTMAN,M,14-01-1925,BRITOS,BARBARASMITH@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,18-01-2021,MARY-SANDERS,F,30-06-1940,AVIA-TERAI,JESSICAGARCIA@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,25-09-2020,CATHERINE-SNOW,F,18-06-1997,ALISOS--DE-ABAJO,BRADLEYROBINSON@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,22-12-2020,MEGAN-KRAMER,F,19-11-2000,AGUA-LINDA,THOMASPOWERS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,28-09-2020,YOLANDA-MACK,F,09-02-1986,ALTO-DE-LEIVA,WENDY09@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,16-09-2020,JACK-HICKS,M,22-08-1918,ALDAO,MUNOZJASON@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,19-11-2020,DARREN-HAYNES,M,19-10-1907,ALUMINE,KIMBERLYGLASS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,02-01-2021,MARY-BALDWIN,F,09-04-1909,LA-PASTORA,TERESATRUJILLO@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,11-09-2020,SARAH-ROBERTS,F,03-11-1969,CHELFORO,YVONNEFOWLER@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,29-11-2020,JOHN-BRYANT,M,30-12-1965,BARRIO-BELGRANO,LISA96@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,01-11-2020,MARK-LARSON,M,08-09-1935,VILLA-ROSA,NICOLE53@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,03-09-2020,GEORGE-WOOD,M,17-12-1960,ENRIQUE-FYNN,BENJAMINKATIE@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,02-09-2020,KATHRYN-ALLEN,F,18-04-1955,KILOMETRO-45,KHOLMES@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,18-10-2020,KEVIN-VALENZUELA,M,24-03-1920,LOS-SEMBRADOS,JBROWNING@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,20-01-2021,JOSE-CLARK,M,19-07-1952,MERCADO-CENTRAL,CCOLLIER@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,08-09-2020,KURT-ALLEN,M,12-06-2014,AGUA-COLORADA,YOUNGKIMBERLY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,06-09-2020,GERALD-HUGHES,M,21-01-1985,EL-PERDIDO-EST-JOSE-GUISASOLA,HTAYLOR@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,26-12-2020,DEBORAH-DUDLEY,F,04-01-1975,ARANO,QROJAS@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,15-11-2020,ARIEL-JACKSON,F,13-06-1910,SAN-MAYOL,JEREMYMOODY@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,21-09-2020,BOBBY-BROWN,M,19-07-1962,DESVIO-KILOMETRO-234,ALICIAMORRIS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,02-11-2020,MICHAEL-HARDIN,M,08-03-1966,ARBOL-VERDE,MICHAELLAMBERT@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,31-10-2020,KEVIN-WEBB,M,26-05-1995,CAMINO-CENTENARIO-KM-11500,PLAMBERT@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,25-10-2020,ANDREW-HOGAN,M,14-03-1953,COLONIA-VELEZ,PAULLI@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARQUITECTURA,07-01-2021,ALYSSA-SCOTT,F,10-02-1978,ERNESTINA,ROBERTJONES@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,07-01-2021,MICHAEL-THOMAS,M,18-02-2008,HAEDO,DMILLER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,30-12-2020,JACOB-HUDSON,M,20-03-2001,BARRIO-LA-UNION,EMILY92@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,12-01-2021,STEPHEN-HILL,M,19-07-2010,CAÑADON-LA-MADERA,ALEE@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,23-11-2020,JARED-RUSSELL,M,04-11-2002,CANTERA-AGUIRRE,ANDREWDODSON@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,21-12-2020,JACQUELINE-MASON-DDS,F,28-09-1965,ALDEA-SANTA-MARIA,DIANA27@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,04-11-2020,CHRIS-SANCHEZ,M,28-11-1985,BATAVIA,LEONARDKIMBERLY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,11-12-2020,DEREK-HERNANDEZ,M,05-09-1941,ARROYO-BURGOS,ANDREWMURPHY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,05-10-2020,ANTONIO-LOPEZ,M,07-09-1906,ALMIRANTE-BROWN,VICTOR02@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,24-09-2020,THERESA-HARRIS,F,11-04-1982,AMPATA,AMANDA58@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,28-10-2020,JOSEPH-WOOD,M,17-06-1991,CARRIZAL-NORTE,GREGORY70@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,07-10-2020,MICHELLE-LYNN,F,19-01-1915,BARADERO,NATALIE50@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,09-09-2020,HOLLY-JONES,F,18-02-1939,HUANQUEROS,EMILY24@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,24-11-2020,ANTHONY-LONG,M,05-02-1956,ANTA,RALPHMAY@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,20-01-2021,LISA-SMITH,F,27-06-1951,INGENIO-LA-PROVIDENCIA,WILSONMARTIN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,16-12-2020,BRENDA-DAWSON,F,11-12-1967,AYUI-PARADA,MICHAEL31@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,30-09-2020,NATHANIEL-GREEN,M,21-08-1919,ALBIGASTA,DERRICKGALLAGHER@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,13-12-2020,PATRICK-BOLTON,M,02-12-1959,EL-PINGO,HERNANDEZHANNAH@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,21-09-2020,KRISTY-MORGAN,F,13-01-1927,COLONIA-NUEVA-MONTEVIDEO,RICHARDCOOPER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,08-12-2020,TERRY-ESTRADA,M,21-01-1999,ANGOSTURA,FRAZIERDANIEL@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,21-01-2021,EMILY-CASTRO,F,14-06-1940,EL-JAGUEL,CAITLIN01@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,13-09-2020,DAVID-ENGLISH,M,19-10-1947,ALAMO,NGUYENSTACY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BIOQUÍMICA,13-11-2020,DR.-STEVEN-SAUNDERS,M,01-08-2003,VALLE-DE-LAS-LEÑAS,TIMOTHYHENRY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,16-12-2020,KATHERINE-FORD,F,10-04-1994,VIRREY-DEL-PINO,RWALLACE@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,30-01-2021,KEVIN-FULLER,M,25-09-2021,LAPRIDA,ANGELAALLEN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARQUITECTURA,15-09-2020,JOHNNY-DIAZ,M,21-03-1944,AGUAS-CALIENTES,MARTINKATIE@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,21-12-2020,CHRISTOPHER-PRICE,M,21-09-1974,LA-LUCILA,WILSONGEORGE@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,30-09-2020,SEAN-HORTON,M,24-11-2011,ARROYO-CEIBAL,MORGANHARRIS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,11-11-2020,CARLA-SALINAS,F,05-02-1927,ALDEA-SAN-ANTONIO,RBALDWIN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,27-11-2020,BRITTNEY-LEWIS,F,11-10-1950,CAMPO-LAS-PUERTAS,LMCDONALD@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,03-01-2021,EDWARD-ARMSTRONG,M,10-01-2013,ESTANCIA-LAS-GAMAS,SMITHADRIAN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-EN-INFORMÁTICA,07-10-2020,KEVIN-FITZGERALD,M,26-10-1937,COLONIA-CELLO,AHILL@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,12-01-2021,PAUL-WALKER,M,18-09-2018,COLONIA-ZAPATA,ILOPEZ@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,28-12-2020,DANIELLE-FIELDS,F,29-03-1959,BARRIO-FERRI,SMITHCANDACE@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,28-11-2020,MARY-LAMB,F,14-11-2010,BARRIO-BATAN,HAMPTONJENNIFER@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,02-10-2020,MELISSA-SCHNEIDER,F,18-06-1929,COLONIA-LOS-SAUCES,JAMESOBRIEN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,17-10-2020,TIMOTHY-LOPEZ,M,13-09-1951,ALCARACITO,HMAXWELL@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,24-11-2020,ADAM-WILSON,M,14-11-1974,GONZALEZ-MORENO,ESPARZAKARLA@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,13-10-2020,LINDA-MILLS,F,29-11-1976,1-DE-MAYO,WILLIAMSKATHLEEN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,29-01-2021,DANIELLE-CHUNG,F,14-11-1987,CARACOLES,ABIGAIL07@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,11-11-2020,DAVID-LAMBERT,M,06-04-2010,AGUAPEY,HROMAN@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,18-10-2020,VICTORIA-HEATH,F,08-12-1972,CERES,DAVISPHILLIP@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,26-10-2020,DANIEL-KELLER,M,05-05-1977,CAMPO-BOTTO,REEDKAYLA@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,22-11-2020,COLLEEN-RAMIREZ,F,18-02-1951,HITO-45,AUTUMNHANSEN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BIOQUÍMICA,26-10-2020,ANGELA-TORRES,F,15-05-2005,COLONIA-BERTOZZI,AMANDAWALLACE@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,03-01-2021,TAMI-CASTILLO,F,19-07-1918,ARROYO-AGUILA-NEGRA,DEAN27@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,18-11-2020,TIFFANY-ORTIZ,F,15-02-1970,AGUA-DE-DIONISIO,THOMASERIC@HOTMAIL.COM
